Plot Title: HOBO_2352,,,
#,"Date Time, GMT-06:00","Temp, °C (LGR S/N: 21162352, SEN S/N: 21162352)",End Of File (LGR S/N: 21162352)
1233,04/02/24 12:00:00 AM,3.155,
1234,04/02/24 01:00:00 AM,2.624,
1235,04/02/24 02:00:00 AM,2.195,
1236,04/02/24 03:00:00 AM,-0.662,
1237,04/02/24 04:00:00 AM,0.453,
1238,04/02/24 05:00:00 AM,-0.662,
1239,04/02/24 06:00:00 AM,-1.684,
1240,04/02/24 07:00:00 AM,-3.792,
1241,04/02/24 08:00:00 AM,1.003,
1242,04/02/24 09:00:00 AM,5.860,
1243,04/02/24 10:00:00 AM,5.860,
1244,04/02/24 11:00:00 AM,7.481,
1245,04/02/24 12:00:00 PM,9.472,
1246,04/02/24 01:00:00 PM,10.357,
1247,04/02/24 02:00:00 PM,11.625,
1248,04/02/24 03:00:00 PM,12.110,
1249,04/02/24 04:00:00 PM,12.690,
1250,04/02/24 05:00:00 PM,12.207,
1251,04/02/24 06:00:00 PM,11.722,
1252,04/02/24 07:00:00 PM,9.768,
1253,04/02/24 08:00:00 PM,4.727,
1254,04/02/24 09:00:00 PM,5.244,
1255,04/02/24 10:00:00 PM,4.519,
1256,04/02/24 11:00:00 PM,4.102,
1257,04/03/24 12:00:00 AM,2.943,
1258,04/03/24 01:00:00 AM,1.003,
1259,04/03/24 02:00:00 AM,0.784,
1260,04/03/24 03:00:00 AM,1.221,
1261,04/03/24 04:00:00 AM,1.003,
1262,04/03/24 05:00:00 AM,1.112,
1263,04/03/24 06:00:00 AM,-0.549,
1264,04/03/24 07:00:00 AM,-0.774,
1265,04/03/24 08:00:00 AM,2.088,
1266,04/03/24 09:00:00 AM,10.259,
1267,04/03/24 10:00:00 AM,11.334,
1268,04/03/24 11:00:00 AM,12.594,
1269,04/03/24 12:00:00 PM,15.091,
1270,04/03/24 01:00:00 PM,15.091,
1271,04/03/24 02:00:00 PM,16.141,
1272,04/03/24 03:00:00 PM,16.523,
1273,04/03/24 04:00:00 PM,16.141,
1274,04/03/24 05:00:00 PM,15.664,
1275,04/03/24 06:00:00 PM,15.187,
1276,04/03/24 07:00:00 PM,12.497,
1277,04/03/24 08:00:00 PM,6.471,
1278,04/03/24 09:00:00 PM,6.978,
1279,04/03/24 10:00:00 PM,5.860,
1280,04/03/24 11:00:00 PM,5.655,
1281,04/04/24 12:00:00 AM,6.166,
1282,04/04/24 01:00:00 AM,5.450,
1283,04/04/24 02:00:00 AM,3.893,
1284,04/04/24 03:00:00 AM,4.207,
1285,04/04/24 04:00:00 AM,3.367,
1286,04/04/24 05:00:00 AM,5.141,
1287,04/04/24 06:00:00 AM,5.347,
1288,04/04/24 07:00:00 AM,7.280,
1289,04/04/24 08:00:00 AM,9.472,
1290,04/04/24 09:00:00 AM,14.613,
1291,04/04/24 10:00:00 AM,16.523,
1292,04/04/24 11:00:00 AM,18.616,
1293,04/04/24 12:00:00 PM,21.569,
1294,04/04/24 01:00:00 PM,20.043,
1295,04/04/24 02:00:00 PM,19.472,
1296,04/04/24 03:00:00 PM,23.966,
1297,04/04/24 04:00:00 PM,20.901,
1298,04/04/24 05:00:00 PM,19.567,
1299,04/04/24 06:00:00 PM,19.567,
1300,04/04/24 07:00:00 PM,16.999,
1301,04/04/24 08:00:00 PM,14.613,
1302,04/04/24 09:00:00 PM,10.748,
1303,04/04/24 10:00:00 PM,10.846,
1304,04/04/24 11:00:00 PM,9.373,
1305,04/05/24 12:00:00 AM,8.481,
1306,04/05/24 01:00:00 AM,10.161,
1307,04/05/24 02:00:00 AM,11.334,
1308,04/05/24 03:00:00 AM,9.077,
1309,04/05/24 04:00:00 AM,7.280,
1310,04/05/24 05:00:00 AM,3.683,
1311,04/05/24 06:00:00 AM,5.141,
1312,04/05/24 07:00:00 AM,4.207,
1313,04/05/24 08:00:00 AM,10.748,
1314,04/05/24 09:00:00 AM,15.091,
1315,04/05/24 10:00:00 AM,15.187,
1316,04/05/24 11:00:00 AM,15.569,
1317,04/05/24 12:00:00 PM,17.475,
1318,04/05/24 01:00:00 PM,16.999,
1319,04/05/24 02:00:00 PM,17.570,
1320,04/05/24 03:00:00 PM,15.187,
1321,04/05/24 04:00:00 PM,17.379,
1322,04/05/24 05:00:00 PM,15.187,
1323,04/05/24 06:00:00 PM,15.187,
1324,04/05/24 07:00:00 PM,9.669,
1325,04/05/24 08:00:00 PM,7.280,
1326,04/05/24 09:00:00 PM,6.166,
1327,04/05/24 10:00:00 PM,4.934,
1328,04/05/24 11:00:00 PM,2.195,
1329,04/06/24 12:00:00 AM,1.439,
1330,04/06/24 01:00:00 AM,1.112,
1331,04/06/24 02:00:00 AM,-1.799,
1332,04/06/24 03:00:00 AM,-1.914,
1333,04/06/24 04:00:00 AM,-1.684,
1334,04/06/24 05:00:00 AM,-2.494,
1335,04/06/24 06:00:00 AM,-3.792,
1336,04/06/24 07:00:00 AM,-4.152,
1337,04/06/24 08:00:00 AM,-2.145,
1338,04/06/24 09:00:00 AM,3.155,
1339,04/06/24 10:00:00 AM,3.683,
1340,04/06/24 11:00:00 AM,5.450,
1341,04/06/24 12:00:00 PM,6.471,
1342,04/06/24 01:00:00 PM,1.330,
1343,04/06/24 02:00:00 PM,8.581,
1344,04/06/24 03:00:00 PM,2.943,
1345,04/06/24 04:00:00 PM,2.943,
1346,04/06/24 05:00:00 PM,5.450,
1347,04/06/24 06:00:00 PM,5.347,
1348,04/06/24 07:00:00 PM,3.155,
1349,04/06/24 08:00:00 PM,1.439,
1350,04/06/24 09:00:00 PM,0.232,
1351,04/06/24 10:00:00 PM,-0.662,
1352,04/06/24 11:00:00 PM,-1.228,
1353,04/07/24 12:00:00 AM,-1.914,
1354,04/07/24 01:00:00 AM,-2.494,
1355,04/07/24 02:00:00 AM,-2.727,
1356,04/07/24 03:00:00 AM,-3.553,
1357,04/07/24 04:00:00 AM,-3.792,
1358,04/07/24 05:00:00 AM,-3.911,
1359,04/07/24 06:00:00 AM,-4.152,
1360,04/07/24 07:00:00 AM,-5.745,
1361,04/07/24 08:00:00 AM,-1.456,
1362,04/07/24 09:00:00 AM,2.837,
1363,04/07/24 10:00:00 AM,3.578,
1364,04/07/24 11:00:00 AM,4.727,
1365,04/07/24 12:00:00 PM,6.674,
1366,04/07/24 01:00:00 PM,8.481,
1367,04/07/24 02:00:00 PM,6.674,
1368,04/07/24 03:00:00 PM,7.381,
1369,04/07/24 04:00:00 PM,9.373,
1370,04/07/24 05:00:00 PM,8.779,
1371,04/07/24 06:00:00 PM,8.282,
1372,04/07/24 07:00:00 PM,5.757,
1373,04/07/24 08:00:00 PM,3.683,
1374,04/07/24 09:00:00 PM,1.656,
1375,04/07/24 10:00:00 PM,0.893,
1376,04/07/24 11:00:00 PM,1.112,
1377,04/08/24 12:00:00 AM,1.003,
1378,04/08/24 01:00:00 AM,-1.799,
1379,04/08/24 02:00:00 AM,-1.001,
1380,04/08/24 03:00:00 AM,-1.570,
1381,04/08/24 04:00:00 AM,-2.030,
1382,04/08/24 05:00:00 AM,-3.672,
1383,04/08/24 06:00:00 AM,-4.880,
1384,04/08/24 07:00:00 AM,-5.372,
1385,04/08/24 08:00:00 AM,-2.727,
1386,04/08/24 09:00:00 AM,4.727,
1387,04/08/24 10:00:00 AM,5.655,
1388,04/08/24 11:00:00 AM,6.674,
1389,04/08/24 12:00:00 PM,7.079,
1390,04/08/24 01:00:00 PM,5.962,
1391,04/08/24 02:00:00 PM,9.077,
1392,04/08/24 03:00:00 PM,10.259,
1393,04/08/24 04:00:00 PM,9.373,
1394,04/08/24 05:00:00 PM,9.768,
1395,04/08/24 06:00:00 PM,8.879,
1396,04/08/24 07:00:00 PM,7.682,
1397,04/08/24 08:00:00 PM,4.934,
1398,04/08/24 09:00:00 PM,0.232,
1399,04/08/24 10:00:00 PM,0.453,
1400,04/08/24 11:00:00 PM,0.453,
1401,04/09/24 12:00:00 AM,-0.325,
1402,04/09/24 01:00:00 AM,-1.341,
1403,04/09/24 02:00:00 AM,-1.914,
1404,04/09/24 03:00:00 AM,-2.377,
1405,04/09/24 04:00:00 AM,-2.145,
1406,04/09/24 05:00:00 AM,-2.377,
1407,04/09/24 06:00:00 AM,-3.079,
1408,04/09/24 07:00:00 AM,-3.316,
1409,04/09/24 08:00:00 AM,0.453,
1410,04/09/24 09:00:00 AM,6.775,
1411,04/09/24 10:00:00 AM,8.978,
1412,04/09/24 11:00:00 AM,9.077,
1413,04/09/24 12:00:00 PM,10.651,
